TransactionID,CustomerID,TransactionDate,TransactionHour,TransactionAmount (INR),CustAccountBalance,tx_zscore,daily_velocity,is_night,if_anomaly,rf_fraud_prob,combined_risk,risk_tier
T400606,C4482372,2016-08-18,0,3256.0,142.7,0.0,1,1,1,0.9999657013566923,0.8999794208140153,Critical
T246204,C2642415,2016-08-12,0,4798.0,0.65,0.0,1,1,1,0.9999651197604336,0.8999790718562601,Critical
T228557,C2833837,2016-08-07,0,2148.0,542.45,0.7071067811865476,1,1,1,0.9999645809860314,0.8999787485916189,Critical
T1033902,C3290222,2016-09-13,0,2799.0,175.8,0.0,1,1,1,0.9999638786056645,0.8999783271633988,Critical
T276151,C1112351,2016-08-11,0,606.9,57.91,0.0,1,1,1,0.9999633599245901,0.8999780159547539,Critical
T725878,C3516954,2016-09-02,0,2702.0,23.24,0.0,1,1,1,0.9999628050180359,0.8999776830108215,Critical
T514803,C1630347,2016-08-24,0,4000.0,9.6,0.0,1,1,1,0.9999623123498479,0.8999773874099086,Critical
T514270,C5732580,2016-08-24,0,3310.0,4.41,0.0,1,1,1,0.9999617032713066,0.8999770219627838,Critical
T61670,C3431775,2016-08-02,0,3191.0,0.57,0.0,1,1,1,0.9999605014406409,0.8999763008643844,Critical
T418101,C1321584,2016-08-17,0,460.0,9.48,0.0,1,1,1,0.9999604231088149,0.8999762538652889,Critical
T860705,C8335681,2016-09-08,0,2368.36,572.03,0.7071067811865475,1,1,1,0.9999593471952678,0.8999756083171606,Critical
T860473,C3015767,2016-09-08,0,3800.0,446.93,0.7071067811865476,1,1,1,0.9999593344498451,0.8999756006699071,Critical
T181486,C8834122,2016-08-09,3,204.0,12.73,-0.7071067811865475,1,1,1,0.9999587856671645,0.8999752714002986,Critical
T173504,C5418750,2016-08-09,1,500.0,166.79,0.7071067811865475,1,1,1,0.9999578908703795,0.8999747345222275,Critical
T851904,C4842424,2016-09-09,0,29.0,16.07,0.0,1,1,1,0.9999577100947498,0.8999746260568497,Critical
T149475,C3241523,2016-08-04,0,668.0,0.46,0.7071067811865476,1,1,1,0.999957468595939,0.8999744811575634,Critical
T986540,C6737649,2016-09-15,0,290.0,0.04,0.0,1,1,1,0.9999572550200753,0.8999743530120452,Critical
T686532,C1910417,2016-08-30,0,682.0,14.88,0.0,1,1,1,0.9999571815119986,0.8999743089071992,Critical
T42722,C7715621,2016-08-03,0,854.0,82.16,0.7071067811865476,1,1,1,0.9999569022983543,0.8999741413790125,Critical
T922759,C3027971,2016-09-11,0,1965.0,63.68,0.7071067811865476,1,1,1,0.9999568395451346,0.8999741037270808,Critical
T1035954,C1632154,2016-09-13,1,750.0,71.98,-0.7071067811865475,1,1,1,0.9999565937457587,0.8999739562474551,Critical
T1034069,C5921463,2016-09-13,1,3396.0,641.41,0.7071067811865476,1,1,1,0.9999564792758839,0.8999738875655303,Critical
T175912,C8819239,2016-08-09,3,1824.0,70.39,0.0,1,1,1,0.9999564506485616,0.8999738703891369,Critical
T174912,C4027419,2016-08-09,0,295.0,40.73,0.0,1,1,1,0.9999564364945798,0.8999738618967479,Critical
T151263,C1929189,2016-08-04,0,2800.0,88.52,0.0,1,1,1,0.9999559526101713,0.8999735715661028,Critical
T246188,C2112330,2016-08-12,0,550.0,75.7,0.0,1,1,1,0.9999555588880713,0.8999733353328427,Critical
T436251,C2442264,2016-08-16,0,500.0,62.93,0.0,1,1,1,0.9999553255205251,0.8999731953123151,Critical
T176210,C2627227,2016-08-09,0,477.57,29.47,0.0,1,1,1,0.9999550825931526,0.8999730495558915,Critical
T986748,C1129639,2016-09-15,0,1400.0,12.7,0.7071067811865475,1,1,1,0.9999549271684941,0.8999729563010965,Critical
T984767,C8327434,2016-09-15,0,970.0,0.82,0.0,1,1,1,0.999954643866507,0.8999727863199041,Critical
T769377,C2138026,2016-09-01,0,1000.0,6.54,0.0,1,1,1,0.9999545165599051,0.8999727099359429,Critical
T147452,C4554516,2016-08-04,0,745.0,61.74,0.0,1,1,1,0.9999543661611733,0.899972619696704,Critical
T147629,C7830128,2016-08-04,1,250.0,80.67,-0.7071067811865475,1,1,1,0.9999543307675681,0.8999725984605409,Critical
T43718,C5214577,2016-08-03,0,355.0,38.6,0.0,1,1,1,0.9999541682279043,0.8999725009367425,Critical
T590894,C4342638,2016-08-26,0,714.0,346.03,-0.7071067811865475,1,1,1,0.9999537738815142,0.8999722643289085,Critical
T498612,C3442679,2016-08-19,0,890.0,346.03,-0.7071067811865476,1,1,1,0.9999537738815142,0.8999722643289085,Critical
T659653,C2737440,2016-08-31,0,1782.0,256.63,0.7071067811865476,1,1,1,0.9999536562527604,0.8999721937516563,Critical
T345500,C3118038,2016-08-14,0,595.0,143.07,0.7071067811865475,1,1,1,0.9999534710433703,0.8999720826260222,Critical
T399280,C2429475,2016-08-18,0,362.35,7.76,-0.7071067811865475,1,1,1,0.9999529307037278,0.8999717584222366,Critical
T398189,C5119345,2016-08-18,0,300.0,51.29,-0.7071067811865475,1,1,1,0.9999527260534696,0.8999716356320817,Critical
T169418,C7831338,2016-08-09,0,250.0,32.28,0.0,1,1,1,0.9999526968174136,0.8999716180904482,Critical
T398372,C1523325,2016-08-18,0,980.0,94.84,0.0,1,1,1,0.9999526357196725,0.8999715814318034,Critical
T530332,C8910866,2016-08-22,0,209.0,51.14,0.0,1,1,1,0.9999525011391815,0.899971500683509,Critical
T549944,C7010819,2016-08-22,0,209.0,51.14,0.0,1,1,1,0.9999525011391815,0.899971500683509,Critical
T659662,C6912842,2016-08-31,3,249.0,89.37,-0.7071067811865475,1,1,1,0.9999520829755542,0.8999712497853325,Critical
T791223,C4418516,2016-09-06,0,1393.0,54.22,0.0,1,1,1,0.9999517648995238,0.8999710589397143,Critical
T400216,C3115060,2016-08-18,2,1300.0,224.59,0.7071067811865475,1,1,1,0.9999512274632449,0.899970736477947,Critical
T516599,C1819621,2016-08-24,0,296.0,20.37,0.0,1,1,1,0.9999511859758737,0.8999707115855242,Critical
T790794,C2931765,2016-09-06,0,2129.0,20.08,0.7071067811865475,1,1,1,0.9999509030497609,0.8999705418298565,Critical
T64660,C2930330,2016-08-02,0,4487.5,2.65,0.0,1,1,1,0.9999507867665227,0.8999704720599135,Critical
T299501,C3417434,2016-08-10,0,465.0,76.2,-0.7071067811865476,1,1,1,0.9999505966771622,0.8999703580062972,Critical
T791442,C5431715,2016-09-06,1,1659.0,20.08,0.7071067811865475,1,1,1,0.999950541414126,0.8999703248484756,Critical
T150468,C8517234,2016-08-04,0,200.0,0.18,0.0,1,1,1,0.9999502839414587,0.8999701703648753,Critical
T276906,C6932464,2016-08-11,0,630.0,118.23,-0.7071067811865475,1,1,1,0.9999500865910734,0.8999700519546441,Critical
T42501,C5040640,2016-08-03,0,321.0,39.4,-0.7071067811865476,1,1,1,0.9999495792539076,0.8999697475523445,Critical
T669972,C7921180,2016-08-31,0,185.0,13.5,-0.7071067811865476,1,1,1,0.9999491545963171,0.8999694927577901,Critical
T588597,C6216392,2016-08-26,0,1181.0,148.65,0.0,1,1,1,0.9999490571781057,0.8999694343068634,Critical
T398619,C6231679,2016-08-18,0,1362.0,2.59,0.0,1,1,1,0.9999487953173631,0.8999692771904177,Critical
T858236,C4423217,2016-09-08,0,255.0,5.88,0.0,1,1,1,0.9999486555354758,0.8999691933212854,Critical
T400618,C1833185,2016-08-18,0,199.0,9.07,0.0,1,1,1,0.9999485682454832,0.8999691409472899,Critical
T692271,C2434354,2016-08-30,0,680.0,12.23,0.0,1,1,1,0.9999483748573708,0.8999690249144223,Critical
T790568,C4234727,2016-09-06,0,1003.0,65.66,0.0,1,1,1,0.9999483020264951,0.8999689812158971,Critical
T1033860,C7711552,2016-09-13,0,1200.0,33.59,0.0,1,1,1,0.9999483020264951,0.8999689812158971,Critical
T400002,C7333539,2016-08-18,0,1760.0,67.65,0.0,1,1,1,0.999948145796958,0.8999688874781748,Critical
T5326,C2216078,2016-08-19,0,4626.0,4.0,0.0,1,1,1,0.9999474850339675,0.8999684910203805,Critical
T297120,C8938724,2016-08-10,0,246.0,6.73,0.0,1,1,1,0.9999473234361524,0.8999683940616914,Critical
T250953,C2096833,2016-08-12,0,970.0,138.93,0.0,1,1,1,0.9999458859039265,0.8999675315423559,Critical
T788944,C5434944,2016-09-05,4,992.0,2.83,0.0,1,1,1,0.9999456055582429,0.8999673633349456,Critical
T704017,C1418853,2016-08-30,2,2278.18,546.86,0.7071067811865475,1,1,1,0.9999455666901915,0.8999673400141148,Critical
T418067,C5223235,2016-08-17,0,1500.0,107.9,-0.15531160933179539,1,1,1,0.9999455316078627,0.8999673189647175,Critical
T857225,C3755568,2016-09-08,0,1274.0,54.34,0.0,1,1,1,0.9999454833128648,0.8999672899877189,Critical
T530342,C8651084,2016-08-22,0,600.0,33.99,0.0,1,1,1,0.99994535587278,0.899967213523668,Critical
T275592,C7629116,2016-08-11,0,400.0,22.41,0.0,1,1,1,0.9999451928787806,0.8999671157272684,Critical
T545188,C5111068,2016-08-23,0,230.0,69.26,-0.7071067811865476,1,1,1,0.9999444249078516,0.899966654944711,Critical
T1033388,C4812443,2016-09-13,0,300.0,2.69,0.0,1,1,1,0.9999444192376978,0.8999666515426186,Critical
T541891,C1130324,2016-08-23,1,1645.0,10.16,0.7071067811865476,1,1,1,0.9999444111728256,0.8999666467036953,Critical
T177032,C5819383,2016-08-09,0,467.0,12.98,0.0,1,1,1,0.9999443686962289,0.8999666212177373,Critical
T108865,C8732173,2016-08-06,0,1020.0,85.41,0.0,1,1,1,0.9999437610742841,0.8999662566445703,Critical
T35305,C3025957,2016-09-27,0,250.0,7.99,0.0,1,1,1,0.9999437018280856,0.8999662210968513,Critical
T595529,C2521934,2016-08-25,0,310.0,233.41,-0.7071067811865476,1,1,1,0.999943674716784,0.8999662048300703,Critical
T1035778,C1634477,2016-09-13,0,1107.0,6.22,0.7071067811865476,1,1,1,0.9999432807296569,0.8999659684377941,Critical
T841723,C4316023,2016-09-04,0,1180.0,192.65,0.7071067811865475,1,1,1,0.9999432648427262,0.8999659589056357,Critical
T149482,C7315753,2016-08-04,0,55744.0,446.93,0.0,1,1,1,0.9999431112449347,0.8999658667469608,Critical
T561569,C6092715,2016-08-27,0,1000.0,84.35,0.0,1,1,1,0.9999430903423357,0.8999658542054014,Critical
T482183,C8937931,2016-08-20,0,1856.0,10.65,0.7071067811865475,1,1,1,0.9999430703981443,0.8999658422388865,Critical
T901148,C1031612,2016-09-07,0,250.0,2.59,0.0,1,1,1,0.9999429801386402,0.8999657880831842,Critical
T228796,C4112230,2016-08-07,0,5295.0,191.97,0.7071067811865475,1,1,1,0.9999429376991539,0.8999657626194923,Critical
T914576,C6011870,2016-09-12,0,1134.0,41.07,0.0,1,1,1,0.999942796266765,0.8999656777600589,Critical
T972180,C6634934,2016-09-10,0,1250.0,15.91,0.7071067811865475,1,1,1,0.9999423873076326,0.8999654323845796,Critical
T171763,C2317146,2016-08-09,0,222.0,0.03,0.0,1,1,1,0.9999422359251922,0.8999653415551152,Critical
T41688,C3934526,2016-08-03,2,1000.0,6.33,0.0,1,1,1,0.9999422315305598,0.899965338918336,Critical
T418510,C2223473,2016-08-17,0,610.0,56.56,0.0,1,1,1,0.9999420237608655,0.8999652142565193,Critical
T516298,C1764824,2016-08-24,0,560.0,57.43,0.0,1,1,1,0.9999420237608655,0.8999652142565193,Critical
T43136,C3429238,2016-08-03,2,1050.0,34.66,0.0,1,1,1,0.9999419886031871,0.8999651931619121,Critical
T667188,C1279545,2016-08-31,0,532.0,4.64,0.0,1,1,1,0.9999419821487193,0.8999651892892315,Critical
T788536,C5621446,2016-09-06,1,5847.72,57.85,0.0,1,1,1,0.9999419465013472,0.8999651679008083,Critical
T594935,C8020173,2016-08-26,0,500.0,48.72,0.0,1,1,1,0.9999419444083253,0.899965166644995,Critical
T5328,C9013226,2016-08-19,0,500.0,32.26,0.0,1,1,1,0.9999419444083253,0.899965166644995,Critical
T598238,C1417016,2016-08-25,0,298.0,99.77,-0.7071067811865476,1,1,1,0.9999418902335135,0.899965134140108,Critical
T857458,C5336032,2016-09-08,0,2612.16,55.69,0.0,1,1,1,0.9999418621766774,0.8999651173060064,Critical
T63988,C8919453,2016-08-02,0,718.0,41.59,-0.7071067811865476,1,1,1,0.9999416199191404,0.8999649719514842,Critical
T850555,C4121254,2016-09-09,0,2200.0,5.9,0.0,1,1,1,0.9999416191739037,0.8999649715043421,Critical
T726584,C3960034,2016-09-02,0,1300.0,0.34,0.0,1,1,1,0.9999416191739037,0.8999649715043421,Critical
T419602,C1634067,2016-08-17,0,130.0,8.02,-0.7071067811865475,1,1,1,0.9999414999648536,0.899964899978912,Critical
T601096,C2320882,2016-08-25,4,1160.0,17.45,-0.7071067811865475,1,1,1,0.9999413778773201,0.899964826726392,Critical
T151536,C3697363,2016-08-04,0,2462.0,33.45,0.0,1,1,1,0.999941330535462,0.8999647983212771,Critical
T62723,C4334727,2016-08-02,0,579.0,0.42,0.0,1,1,1,0.9999412525163274,0.8999647515097964,Critical
T300281,C5914741,2016-08-10,0,516.0,18.79,0.0,1,1,1,0.9999408366780007,0.8999645020068003,Critical
T169508,C2931336,2016-08-09,0,240.0,7.86,-0.7071067811865476,1,1,1,0.999940744799052,0.8999644468794312,Critical
T647212,C3167264,2016-08-29,0,4640.0,384.44,0.0,1,1,1,0.9999405726127298,0.8999643435676379,Critical
T789604,C1142440,2016-09-05,0,1500.0,0.65,0.0,1,1,1,0.9999403558714772,0.8999642135228862,Critical
T148171,C4138787,2016-08-04,0,2086.0,6.73,0.0,1,1,1,0.9999403514141129,0.8999642108484678,Critical
T276894,C4917159,2016-08-11,0,1918.0,0.03,0.0,1,1,1,0.9999403514141129,0.8999642108484678,Critical
T277206,C5217159,2016-08-11,0,1918.0,0.03,0.0,1,1,1,0.9999403514141129,0.8999642108484678,Critical
T84507,C1219240,2016-08-01,0,2011.0,85.81,0.7071067811865476,1,1,1,0.9999403352969813,0.8999642011781888,Critical
T63472,C1088024,2016-08-02,2,2500.0,5.25,0.0,1,1,1,0.999940324910871,0.8999641949465227,Critical
T172059,C3919629,2016-08-09,3,200.0,81.37,-0.7071067811865475,1,1,1,0.9999400445280209,0.8999640267168125,Critical
T63718,C2146216,2016-08-02,4,600.0,2.63,0.0,1,1,1,0.9999400263564981,0.8999640158138988,Critical
T44368,C4432322,2016-08-03,4,1153.0,24.92,0.0,1,1,1,0.9999400159348298,0.8999640095608978,Critical
T170909,C4034562,2016-08-09,0,750.0,51.21,-0.7071067811865475,1,1,1,0.9999399653807736,0.8999639792284642,Critical
T790803,C8235817,2016-09-06,0,36.0,14.51,0.0,1,1,1,0.9999399136903562,0.8999639482142137,Critical
T84501,C2925643,2016-08-01,0,900.0,279.83,0.0,1,1,1,0.9999398578023954,0.8999639146814371,Critical
T435244,C7232034,2016-08-16,3,200.0,7.91,0.0,1,1,1,0.9999398209156334,0.89996389254938,Critical
T556081,C4526365,2016-08-23,3,900.0,169.88,0.7071067811865476,1,1,1,0.9999396844124429,0.8999638106474657,Critical
T447022,C7826340,2016-08-16,3,900.0,169.88,0.7071067811865476,1,1,1,0.9999396844124429,0.8999638106474657,Critical
T131296,C6840880,2016-08-05,0,500.0,13.0,-0.7071067811865476,1,1,1,0.9999396016851256,0.8999637610110753,Critical
T1034893,C3924032,2016-09-13,0,37.0,2.53,0.0,1,1,1,0.9999393019863263,0.8999635811917956,Critical
T418723,C1029987,2016-08-17,3,200.0,8.75,0.0,1,1,1,0.9999390992261882,0.8999634595357129,Critical
T62469,C6044218,2016-08-02,0,462.15,41.85,0.0,1,1,1,0.99993901199584,0.899963407197504,Critical
T87154,C8329623,2016-08-01,4,923.0,55.33,0.0,1,1,1,0.9999387774999223,0.8999632664999533,Critical
T313663,C5134239,2016-08-15,0,815.0,8.07,0.0,1,1,1,0.999938767737058,0.8999632606422348,Critical
T168710,C8714262,2016-08-09,0,804.0,80.24,0.0,1,1,1,0.999938655902694,0.8999631935416164,Critical
T353158,C5611643,2016-08-14,0,728.65,4.31,-0.7071067811865476,1,1,1,0.9999385371820624,0.8999631223092375,Critical
T227456,C3328965,2016-08-07,0,657.0,207.11,-0.7071067811865476,1,1,1,0.9999384967401986,0.8999630980441191,Critical
T661364,C8780786,2016-08-31,0,1000.0,41.86,0.0,1,1,1,0.9999383754447738,0.8999630252668642,Critical
T319401,C1756544,2016-08-15,0,1000.0,21.75,0.0,1,1,1,0.9999383683276901,0.8999630209966141,Critical
T83850,C6216843,2016-08-01,0,2000.0,43.4,0.0,1,1,1,0.9999383603421573,0.8999630162052943,Critical
T901735,C5132391,2016-09-07,0,300.0,61.07,-0.7071067811865475,1,1,1,0.9999383153177898,0.8999629891906737,Critical
T788770,C6210165,2016-09-06,1,449.0,23.74,-0.2089560142876105,1,1,1,0.9999379645661569,0.8999627787396942,Critical
T433576,C7512790,2016-08-16,0,249.0,8.36,-0.7071067811865475,1,1,1,0.9999376464382617,0.8999625878629569,Critical
T419576,C4322838,2016-08-17,0,1099.0,0.69,0.7071067811865475,1,1,1,0.9999376292456209,0.8999625775473725,Critical
T174959,C6138759,2016-08-09,3,1040.0,6.73,0.0,1,1,1,0.999937536072923,0.8999625216437537,Critical
T108612,C5856067,2016-08-06,0,3259.0,65.69,0.0,1,1,1,0.9999373113446328,0.8999623868067796,Critical
T182388,C3815143,2016-08-09,3,169.8,72.41,-0.7071067811865475,1,1,1,0.9999371040480649,0.8999622624288388,Critical
T790100,C1817528,2016-09-06,4,1364.0,66.37,0.0,1,1,1,0.9999369009071699,0.8999621405443019,Critical
T611000,C7017818,2016-08-25,0,2330.0,485.89,0.7071067811865475,1,1,1,0.9999367865899504,0.8999620719539703,Critical
T418811,C6129321,2016-08-17,0,910.0,37.27,-0.7071067811865476,1,1,1,0.9999366295846104,0.8999619777507661,Critical
T540863,C1912142,2016-08-23,2,2142.0,4.45,-0.7071067811865476,1,1,1,0.9999364715617454,0.8999618829370473,Critical
T202310,C7445885,2016-08-08,0,2330.0,391.73,0.7071067811865475,1,1,1,0.9999363069787972,0.8999617841872782,Critical
T348716,C7317158,2016-08-14,0,850.0,0.03,-0.7071067811865475,1,1,1,0.9999360830363622,0.8999616498218173,Critical
T228795,C6835492,2016-08-07,0,755.0,447.7,0.0,1,1,1,0.9999360555645158,0.8999616333387095,Critical
T533891,C8826725,2016-08-22,0,2697.0,204.38,0.0,1,1,1,0.9999360403565857,0.8999616242139514,Critical
T532592,C4526763,2016-08-22,0,2697.0,204.38,0.0,1,1,1,0.9999360403565857,0.8999616242139514,Critical
T544964,C3826757,2016-08-22,0,2697.0,204.38,0.0,1,1,1,0.9999360403565857,0.8999616242139514,Critical
T538275,C4220123,2016-08-22,2,500.0,48.72,0.7071067811865475,1,1,1,0.9999357695592761,0.8999614617355656,Critical
T677135,C4196954,2016-08-28,0,600.0,33.8,0.0,1,1,1,0.9999355866684827,0.8999613520010896,Critical
T226896,C4854166,2016-08-07,0,560.0,173.89,0.0,1,1,1,0.999935546226619,0.8999613277359713,Critical
T619045,C5743626,2016-08-28,0,600.0,180.64,0.0,1,1,1,0.999935546226619,0.8999613277359713,Critical
T371918,C8331713,2016-08-13,0,1135.0,20.08,0.0,1,1,1,0.999935481812811,0.8999612890876865,Critical
T364007,C4231774,2016-08-13,0,1135.0,20.08,0.0,1,1,1,0.999935481812811,0.8999612890876865,Critical
T362820,C5031749,2016-08-13,0,1135.0,20.08,0.0,1,1,1,0.999935481812811,0.8999612890876865,Critical
T560423,C7337963,2016-08-27,0,2050.34,10.65,0.0,1,1,1,0.999935481812811,0.8999612890876865,Critical
T478688,C7533288,2016-08-20,0,2107.0,70.17,0.0,1,1,1,0.9999354413709471,0.8999612648225683,Critical
T546920,C2923275,2016-08-23,0,3518.0,527.88,0.7071067811865475,1,1,1,0.9999350901622508,0.8999610540973504,Critical
T317336,C2317117,2016-08-15,0,638.0,0.03,0.0,1,1,1,0.9999346419758564,0.8999607851855138,Critical
T416749,C5011036,2016-08-17,2,296.0,22.4,0.0,1,1,1,0.9999345788148838,0.8999607472889302,Critical
T199702,C7427817,2016-08-08,0,1000.0,54.5,0.0,1,1,1,0.999934390762853,0.8999606344577118,Critical
T516549,C7236052,2016-08-24,0,245.0,15.53,0.0,1,1,1,0.9999341380127473,0.8999604828076484,Critical
T991034,C5434837,2016-09-14,0,200.0,2.99,-0.7071067811865476,1,1,1,0.9999340749816967,0.899960444989018,Critical
T107491,C8034736,2016-08-06,3,1165.0,0.42,0.7071067811865475,1,1,1,0.9999339828904984,0.8999603897342989,Critical
T197834,C6331840,2016-08-08,4,400.0,137.84,0.7071067811865475,1,1,1,0.9999338745029858,0.8999603247017913,Critical
T983952,C5431359,2016-09-15,0,287.0,7.86,0.0,1,1,1,0.999933721635757,0.8999602329814542,Critical
T859743,C1362090,2016-09-08,0,286.0,18.14,0.0,1,1,1,0.999933721635757,0.8999602329814542,Critical
T902872,C6125688,2016-09-07,4,350.0,20.1,0.0,1,1,1,0.9999334319867341,0.8999600591920405,Critical
T573194,C1230341,2016-08-27,3,750.0,165.18,0.7071067811865475,1,1,1,0.9999334276867573,0.8999600566120542,Critical
T42113,C3813854,2016-08-03,4,300.0,2.66,-0.7071067811865476,1,1,1,0.999933415737627,0.8999600494425761,Critical
T1032528,C1912979,2016-09-13,4,420.0,8.7,0.0,1,1,1,0.9999330734066799,0.899959844044008,Critical
T768272,C6824823,2016-09-01,0,260.0,20.36,0.0,1,1,1,0.9999330042261444,0.8999598025356865,Critical
T182546,C7121560,2016-08-09,0,20.0,9.17,0.0,1,1,1,0.999932920284539,0.8999597521707234,Critical
T416747,C2031981,2016-08-17,2,550.0,12.97,0.0,1,1,1,0.9999328387154647,0.8999597032292788,Critical
T432885,C2320937,2016-08-16,0,141.0,17.08,-0.7071067811865476,1,1,1,0.9999327888574203,0.8999596733144521,Critical
T253438,C8512422,2016-08-12,4,500.0,94.77,1.008095131247772,1,1,1,0.9999327002521464,0.8999596201512878,Critical
T218916,C7097323,2016-08-07,0,600.0,33.45,0.0,1,1,1,0.9999324331020657,0.8999594598612395,Critical
T364431,C7920711,2016-08-13,0,984.13,90.12,0.7071067811865472,1,1,1,0.9999323399391634,0.8999594039634979,Critical
T551955,C4834836,2016-08-22,0,120.0,2.99,-0.7071067811865475,1,1,1,0.9999322700620304,0.8999593620372182,Critical
T537670,C4034818,2016-08-22,0,120.0,2.99,-0.7071067811865475,1,1,1,0.9999322700620304,0.8999593620372182,Critical
T419413,C4979729,2016-08-17,0,350.0,25.0,0.0,1,1,1,0.9999316489411098,0.8999589893646658,Critical
T685505,C3813062,2016-08-30,2,200.0,0.36,0.7071067811865475,1,1,1,0.9999316326601426,0.8999589795960856,Critical
T175613,C1042913,2016-08-09,0,1600.0,158.82,0.0,1,1,1,0.9999315386109434,0.8999589231665661,Critical
T665682,C3639243,2016-08-31,1,617.0,15.61,0.0,1,1,1,0.9999312260716849,0.899958735643011,Critical
T107682,C1422855,2016-08-06,0,1000.0,156.17,0.0,1,1,1,0.9999308401529322,0.8999585040917593,Critical
T148520,C1222954,2016-08-04,0,1629.75,82.37,0.0,1,1,1,0.999930817077594,0.8999584902465563,Critical
T988093,C6427868,2016-09-14,0,540.0,28.56,0.0,1,1,1,0.9999306651920781,0.8999583991152469,Critical
T984973,C8931526,2016-09-15,0,297.0,4.0,0.0,1,1,1,0.9999303093804331,0.8999581856282599,Critical
T615457,C2115820,2016-08-25,0,6655.0,350.52,0.0,1,1,1,0.9999302504043762,0.8999581502426257,Critical
T319927,C1419261,2016-08-15,1,500.0,89.52,0.7071067811865475,1,1,1,0.9999300825370526,0.8999580495222315,Critical
T63789,C2839511,2016-08-02,0,127.0,6.15,0.0,1,1,1,0.9999298690671721,0.8999579214403033,Critical
T42493,C8418831,2016-08-03,0,500.0,33.44,0.0,1,1,1,0.999929854594178,0.8999579127565067,Critical
T198103,C2291323,2016-08-08,0,3717.0,77.69,0.0,1,1,1,0.9999297574592131,0.8999578544755278,Critical
T609370,C8413417,2016-08-26,4,1907.13,148.78,0.7071067811865476,1,1,1,0.9999295862061769,0.8999577517237061,Critical
T439613,C7530683,2016-08-16,4,1143.0,1.11,0.7071067811865476,1,1,1,0.9999294537570668,0.89995767225424,Critical
T475719,C2725492,2016-08-20,0,1480.0,17.73,-0.7071067811865476,1,1,1,0.9999293373014275,0.8999576023808564,Critical
